start,end,gc_content,z_score
95201,95700,34.6,-1.38
95301,95800,38.6,-0.88
95401,95900,41.8,-0.47
95501,96000,44.6,-0.11
95601,96100,48.0,0.32
95701,96200,50.6,0.65
95801,96300,49.8,0.55
95901,96400,47.6,0.27
96001,96500,44.6,-0.11
96101,96600,39.6,-0.75
96201,96700,38.4,-0.9
96301,96800,37.6,-1.0
96401,96900,39.6,-0.75
96501,97000,42.4,-0.39
96601,97100,47.8,0.3
96701,97200,46.2,0.09
96801,97300,45.2,-0.04
96901,97400,43.8,-0.21
97001,97500,39.6,-0.75
97101,97600,34.8,-1.36
97201,97700,36.4,-1.16
97301,97800,38.2,-0.93
97401,97900,40.6,-0.62
97501,98000,45.8,0.04
97601,98100,46.2,0.09
97701,98200,45.0,-0.06
97801,98300,45.0,-0.06
97901,98400,46.4,0.12
98001,98500,47.4,0.24
98101,98600,46.8,0.17
98201,98700,50.0,0.58
98301,98800,51.2,0.73
98401,98900,48.4,0.37
98501,99000,43.6,-0.24
98601,99100,48.0,0.32
98701,99200,48.0,0.32
98801,99300,50.4,0.63
98901,99400,46.4,0.12
99001,99500,46.4,0.12
99101,99600,42.4,-0.39
99201,99700,37.6,-1.0
99301,99800,32.6,-1.64
99401,99900,36.8,-1.1
99501,100000,37.8,-0.98
99601,100100,39.8,-0.72
99701,100200,43.8,-0.21
99801,100300,42.0,-0.44
99901,100400,40.2,-0.67
100001,100500,39.0,-0.82
100101,100600,39.6,-0.75
100201,100700,41.2,-0.54
100301,100800,40.8,-0.6
100401,100900,39.6,-0.75
100501,101000,44.2,-0.16
100601,101100,43.6,-0.24
100701,101200,39.4,-0.77
100801,101300,43.4,-0.26
100901,101400,44.2,-0.16
101001,101500,46.0,0.07
101101,101600,47.2,0.22
101201,101700,52.8,0.93
101301,101800,51.4,0.75
101401,101900,56.6,1.41
101501,102000,52.6,0.91
101601,102100,49.4,0.5
101701,102200,47.2,0.22
101801,102300,50.6,0.65
101901,102400,45.8,0.04
102001,102500,44.2,-0.16
102101,102600,43.6,-0.24
102201,102700,39.2,-0.8
102301,102800,32.8,-1.61
102401,102900,30.4,-1.92
102501,103000,29.8,-2.0
102601,103100,29.0,-2.1
102701,103200,27.8,-2.25
102801,103300,31.2,-1.82
102901,103400,35.4,-1.28
103001,103500,40.4,-0.65
103101,103600,40.8,-0.6
103201,103700,42.4,-0.39
103301,103800,43.8,-0.21
103401,103900,43.6,-0.24
103501,104000,38.6,-0.88
103601,104100,40.0,-0.7
103701,104200,41.2,-0.54
103801,104300,41.4,-0.52
103901,104400,40.2,-0.67
104001,104500,42.6,-0.37
104101,104600,46.6,0.14
104201,104700,47.8,0.3
104301,104800,48.2,0.35
104401,104900,50.4,0.63
104501,105000,52.4,0.88
104601,105100,51.8,0.8
104701,105200,54.4,1.13
104801,105300,52.2,0.85
104901,105400,48.8,0.42
105001,105500,43.8,-0.21
105101,105600,39.2,-0.8
105201,105700,34.4,-1.41
105301,105800,32.6,-1.64
105401,105900,34.8,-1.36
105501,106000,37.4,-1.03
105601,106100,41.2,-0.54
105701,106200,48.0,0.32
105801,106300,52.0,0.83
105901,106400,51.4,0.75
106001,106500,54.0,1.08
106101,106600,54.0,1.08
106201,106700,46.4,0.12
106301,106800,42.6,-0.37
106401,106900,40.8,-0.6
106501,107000,35.2,-1.31
106601,107100,33.2,-1.56
106701,107200,36.4,-1.16
106801,107300,39.4,-0.77
106901,107400,38.6,-0.88
107001,107500,41.0,-0.57
107101,107600,43.4,-0.26
107201,107700,44.0,-0.19
107301,107800,44.6,-0.11
107401,107900,48.2,0.35
107501,108000,50.0,0.58
107601,108100,51.2,0.73
107701,108200,49.2,0.47
107801,108300,49.8,0.55
107901,108400,49.8,0.55
108001,108500,51.4,0.75
108101,108600,48.0,0.32
108201,108700,53.2,0.98
108301,108800,50.4,0.63
108401,108900,48.6,0.4
108501,109000,45.8,0.04
108601,109100,47.0,0.19
108701,109200,42.8,-0.34
108801,109300,43.4,-0.26
108901,109400,44.6,-0.11
109001,109500,45.8,0.04
109101,109600,47.4,0.24
109201,109700,51.4,0.75
109301,109800,53.4,1.01
109401,109900,54.8,1.19
109501,110000,57.0,1.47
109601,110100,57.6,1.54
109701,110200,56.6,1.41
109801,110300,57.0,1.47
109901,110400,57.4,1.52
110001,110500,55.0,1.21
110101,110600,53.8,1.06
110201,110700,54.0,1.08
110301,110800,52.4,0.88
110401,110900,48.6,0.4
110501,111000,47.8,0.3
110601,111100,47.8,0.3
110701,111200,48.0,0.32
110801,111300,48.2,0.35
110901,111400,48.8,0.42
111001,111500,49.2,0.47
111101,111600,47.4,0.24
111201,111700,41.2,-0.54
111301,111800,37.8,-0.98
111401,111900,38.2,-0.93
111501,112000,38.0,-0.95
111601,112100,39.4,-0.77
111701,112200,42.6,-0.37
111801,112300,47.8,0.3
111901,112400,49.6,0.52
112001,112500,51.6,0.78
112101,112600,54.0,1.08
112201,112700,55.2,1.24
112301,112800,54.6,1.16
112401,112900,52.0,0.83
112501,113000,48.2,0.35
112601,113100,44.4,-0.14
112701,113200,41.6,-0.49
112801,113300,39.0,-0.82
112901,113400,39.4,-0.77
113001,113500,44.4,-0.14
113101,113600,45.6,0.02
113201,113700,47.6,0.27
113301,113800,49.4,0.5
113401,113900,51.6,0.78
113501,114000,48.8,0.42
113601,114100,47.0,0.19
113701,114200,45.4,-0.01
113801,114300,42.2,-0.42
113901,114400,40.6,-0.62
114001,114500,41.0,-0.57
114101,114600,42.0,-0.44
114201,114700,42.4,-0.39
114301,114800,43.0,-0.32
114401,114900,42.0,-0.44
114501,115000,40.4,-0.65
114601,115100,39.0,-0.82
114701,115200,41.4,-0.52
114801,115300,45.0,-0.06
114901,115400,46.0,0.07
115001,115500,47.6,0.27
115101,115600,50.2,0.6
115201,115700,47.4,0.24
115301,115800,45.2,-0.04
115401,115900,46.6,0.14
115501,116000,47.2,0.22
115601,116100,46.4,0.12
115701,116200,45.8,0.04
115801,116300,44.2,-0.16
115901,116400,42.4,-0.39
116001,116500,39.4,-0.77
116101,116600,40.0,-0.7
116201,116700,43.0,-0.32
116301,116800,48.6,0.4
116401,116900,46.2,0.09
116501,117000,46.8,0.17
116601,117100,44.0,-0.19
116701,117200,40.2,-0.67
116801,117300,36.0,-1.21
116901,117400,36.0,-1.21
117001,117500,38.2,-0.93
117101,117600,39.4,-0.77
117201,117700,44.2,-0.16
117301,117800,45.6,0.02
117401,117900,49.6,0.52
117501,118000,50.0,0.58
117601,118100,49.8,0.55
117701,118200,47.2,0.22
117801,118300,47.0,0.19
117901,118400,47.6,0.27
118001,118500,49.8,0.55
118101,118600,50.4,0.63
118201,118700,47.6,0.27
118301,118800,45.6,0.02
118401,118900,45.2,-0.04
118501,119000,40.4,-0.65
118601,119100,37.4,-1.03
118701,119200,42.8,-0.34
118801,119300,41.8,-0.47
118901,119400,37.8,-0.98
119001,119500,36.2,-1.18
119101,119600,39.2,-0.8
119201,119700,36.4,-1.16
119301,119800,39.2,-0.8
119401,119900,43.2,-0.29
119501,120000,49.4,0.5
119601,120100,52.4,0.88
119701,120200,52.2,0.85
119801,120300,49.2,0.47
119901,120400,48.0,0.32
120001,120500,46.0,0.07
120101,120600,44.8,-0.09
120201,120700,45.0,-0.06
120301,120800,50.8,0.68
120401,120900,53.6,1.03
120501,121000,51.4,0.75
120601,121100,50.2,0.6
120701,121200,52.2,0.85
120801,121300,51.2,0.73
120901,121400,49.6,0.52
121001,121500,51.4,0.75
121101,121600,53.8,1.06
121201,121700,54.6,1.16
121301,121800,52.2,0.85
121401,121900,51.2,0.73
121501,122000,51.4,0.75
121601,122100,48.6,0.4
121701,122200,46.0,0.07
121801,122300,47.6,0.27
121901,122400,48.8,0.42
122001,122500,48.2,0.35
122101,122600,49.6,0.52
122201,122700,51.4,0.75
122301,122800,50.2,0.6
122401,122900,51.4,0.75
122501,123000,51.2,0.73
122601,123100,51.8,0.8
122701,123200,52.2,0.85
122801,123300,54.8,1.19
122901,123400,54.2,1.11
123001,123500,53.4,1.01
123101,123600,49.8,0.55
123201,123700,51.0,0.7
123301,123800,49.0,0.45
123401,123900,47.6,0.27
123501,124000,50.6,0.65
123601,124100,52.6,0.91
123701,124200,53.4,1.01
123801,124300,55.8,1.31
123901,124400,59.2,1.75
124001,124500,58.6,1.67
124101,124600,60.0,1.85
124201,124700,58.2,1.62
124301,124800,56.4,1.39
124401,124900,51.6,0.78
124501,125000,47.8,0.3
124601,125100,46.8,0.17
124701,125200,47.8,0.3
124801,125300,49.8,0.55
124901,125400,50.4,0.63
125001,125500,50.4,0.63
125101,125600,49.6,0.52
125201,125700,43.6,-0.24
125301,125800,39.8,-0.72
125401,125900,40.8,-0.6
125501,126000,44.8,-0.09
125601,126100,46.4,0.12
125701,126200,50.8,0.68
125801,126300,51.0,0.7
125901,126400,48.4,0.37
126001,126500,45.6,0.02
126101,126600,43.0,-0.32
126201,126700,42.8,-0.34
126301,126800,44.8,-0.09
126401,126900,45.0,-0.06
126501,127000,42.0,-0.44
126601,127100,43.2,-0.29
126701,127200,40.2,-0.67
126801,127300,39.0,-0.82
126901,127400,44.2,-0.16
127001,127500,47.4,0.24
127101,127600,48.8,0.42
127201,127700,50.4,0.63
127301,127800,50.0,0.58
127401,127900,45.6,0.02
127501,128000,47.2,0.22
127601,128100,46.2,0.09
127701,128200,46.6,0.14
127801,128300,48.0,0.32
127901,128400,50.8,0.68
128001,128500,51.0,0.7
128101,128600,47.8,0.3
128201,128700,49.2,0.47
128301,128800,45.4,-0.01
128401,128900,42.0,-0.44
128501,129000,39.4,-0.77
128601,129100,40.4,-0.65
128701,129200,35.6,-1.26
128801,129300,34.4,-1.41
128901,129400,36.6,-1.13
129001,129500,36.8,-1.1
129101,129600,41.0,-0.57
129201,129700,44.0,-0.19
129301,129800,45.8,0.04
129401,129900,42.6,-0.37
129501,130000,43.0,-0.32
129601,130100,42.6,-0.37
129701,130200,43.8,-0.21
129801,130300,48.0,0.32
129901,130400,46.8,0.17
130001,130500,43.4,-0.26
130101,130600,37.0,-1.08
130201,130700,34.0,-1.46
130301,130800,28.0,-2.22
130401,130900,27.0,-2.35
130501,131000,28.2,-2.2
130601,131100,29.8,-2.0
130701,131200,29.2,-2.07
130801,131300,28.0,-2.22
130901,131400,30.8,-1.87
131001,131500,37.8,-0.98
131101,131600,42.8,-0.34
131201,131700,45.8,0.04
131301,131800,48.6,0.4
131401,131900,50.6,0.65
131501,132000,47.2,0.22
131601,132100,42.8,-0.34
131701,132200,43.4,-0.26
131801,132300,46.8,0.17
131901,132400,46.0,0.07
132001,132500,44.2,-0.16
132101,132600,44.2,-0.16
132201,132700,44.8,-0.09
132301,132800,42.0,-0.44
132401,132900,42.4,-0.39
132501,133000,42.8,-0.34
132601,133100,44.0,-0.19
132701,133200,40.4,-0.65
132801,133300,42.8,-0.34
132901,133400,40.4,-0.65
133001,133500,39.2,-0.8
133101,133600,38.8,-0.85
133201,133700,38.6,-0.88
133301,133800,34.4,-1.41
133401,133900,34.6,-1.38
133501,134000,33.8,-1.49
133601,134100,30.8,-1.87
133701,134200,35.8,-1.23
133801,134300,41.0,-0.57
133901,134400,47.2,0.22
134001,134500,52.0,0.83
134101,134600,58.6,1.67
134201,134700,57.4,1.52
134301,134800,53.8,1.06
134401,134900,52.2,0.85
134501,135000,51.6,0.78
134601,135100,53.4,1.01
134701,135200,52.4,0.88
134801,135300,55.4,1.26
134901,135400,54.4,1.13
135001,135500,54.8,1.19
135101,135600,51.6,0.78
135201,135700,51.2,0.73
135301,135800,49.0,0.45
135401,135900,50.6,0.65
135501,136000,52.0,0.83
135601,136100,53.8,1.06
135701,136200,53.6,1.03
135801,136300,53.0,0.96
135901,136400,51.8,0.8
136001,136500,49.8,0.55
136101,136600,46.2,0.09
136201,136700,44.2,-0.16
136301,136800,42.6,-0.37
136401,136900,39.2,-0.8
136501,137000,33.8,-1.49
136601,137100,30.2,-1.94
136701,137200,28.4,-2.17
136801,137300,29.8,-2.0
136901,137400,34.8,-1.36
137001,137500,37.6,-1.0
137101,137600,41.4,-0.52
137201,137700,46.6,0.14
137301,137800,49.4,0.5
137401,137900,47.6,0.27
137501,138000,51.4,0.75
137601,138100,54.6,1.16
137701,138200,52.8,0.93
137801,138300,53.0,0.96
137901,138400,50.8,0.68
138001,138500,49.2,0.47
138101,138600,47.4,0.24
138201,138700,49.2,0.47
138301,138800,46.6,0.14
138401,138900,48.4,0.37
138501,139000,49.6,0.52
138601,139100,51.8,0.8
138701,139200,53.0,0.96
138801,139300,55.4,1.26
138901,139400,58.8,1.69
139001,139500,58.4,1.64
139101,139600,55.6,1.29
139201,139700,50.6,0.65
139301,139800,45.2,-0.04
139401,139900,37.4,-1.03
139501,140000,32.6,-1.64
139601,140100,30.0,-1.97
139701,140200,32.4,-1.66
139801,140300,34.0,-1.46
139901,140400,36.0,-1.21
140001,140500,38.4,-0.9
140101,140600,40.4,-0.65
140201,140700,43.8,-0.21
140301,140800,48.6,0.4
140401,140900,51.2,0.73
140501,141000,50.0,0.58
140601,141100,47.6,0.27
140701,141200,43.8,-0.21
140801,141300,45.2,-0.04
140901,141400,45.2,-0.04
141001,141500,46.6,0.14
141101,141600,48.8,0.42
141201,141700,49.4,0.5
141301,141800,46.0,0.07
141401,141900,43.2,-0.29
141501,142000,44.0,-0.19
141601,142100,44.6,-0.11
141701,142200,45.6,0.02
141801,142300,49.4,0.5
141901,142400,51.2,0.73
142001,142500,50.8,0.68
142101,142600,50.6,0.65
142201,142700,51.2,0.73
142301,142800,49.6,0.52
142401,142900,52.2,0.85
142501,143000,52.2,0.85
142601,143100,51.4,0.75
142701,143200,52.0,0.83
142801,143300,51.6,0.78
142901,143400,53.2,0.98
143001,143500,54.2,1.11
143101,143600,55.4,1.26
143201,143700,51.8,0.8
143301,143800,50.4,0.63
143401,143900,47.8,0.3
143501,144000,46.6,0.14
143601,144100,48.2,0.35
143701,144200,52.4,0.88
143801,144300,54.4,1.13
143901,144400,53.6,1.03
144001,144500,56.6,1.41
144101,144600,57.2,1.49
144201,144700,57.0,1.47
144301,144800,56.6,1.41
144401,144900,56.6,1.41
144501,145000,55.8,1.31
144601,145100,54.4,1.13
144701,145200,51.8,0.8
144801,145300,52.6,0.91
144901,145400,54.2,1.11
145001,145500,53.2,0.98
145101,145600,54.2,1.11
145201,145700,55.8,1.31
145301,145800,50.0,0.58
145401,145900,47.4,0.24
145501,146000,45.6,0.02
145601,146100,45.8,0.04
145701,146200,46.8,0.17
145801,146300,46.0,0.07
145901,146400,46.4,0.12
146001,146500,49.4,0.5
146101,146600,48.0,0.32
146201,146700,48.6,0.4
146301,146800,53.6,1.03
146401,146900,51.8,0.8
146501,147000,52.0,0.83
146601,147100,52.0,0.83
146701,147200,46.4,0.12
146801,147300,44.4,-0.14
146901,147400,49.2,0.47
147001,147500,50.6,0.65
147101,147600,50.6,0.65
147201,147700,54.6,1.16
147301,147800,57.6,1.54
147401,147900,56.2,1.36
147501,148000,52.0,0.83
147601,148100,49.2,0.47
147701,148200,45.6,0.02
147801,148300,43.0,-0.32
147901,148400,39.4,-0.77
148001,148500,37.2,-1.05
148101,148600,41.8,-0.47
148201,148700,45.2,-0.04
148301,148800,47.4,0.24
148401,148900,52.2,0.85
148501,149000,56.2,1.36
148601,149100,56.4,1.39
148701,149200,55.6,1.29
148801,149300,51.6,0.78
148901,149400,48.2,0.35
149001,149500,48.2,0.35
149101,149600,47.4,0.24
149201,149700,46.6,0.14
149301,149800,46.8,0.17
149401,149900,52.2,0.85
149501,150000,52.0,0.83
149601,150100,48.6,0.4
149701,150200,48.8,0.42
149801,150300,52.6,0.91
149901,150400,51.2,0.73
150001,150500,53.4,1.01
150101,150600,57.8,1.57
150201,150700,60.2,1.87
150301,150800,58.8,1.69
150401,150900,59.4,1.77
150501,151000,59.8,1.82
150601,151100,61.2,2.0
150701,151200,56.4,1.39
150801,151300,53.0,0.96
150901,151400,50.0,0.58
151001,151500,49.4,0.5
151101,151600,49.4,0.5
151201,151700,52.0,0.83
151301,151800,56.0,1.34
151401,151900,57.4,1.52
151501,152000,54.8,1.19
151601,152100,51.0,0.7
151701,152200,52.6,0.91
151801,152300,49.8,0.55
151901,152400,49.6,0.52
152001,152500,50.8,0.68
152101,152600,54.0,1.08
152201,152700,56.0,1.34
152301,152800,61.8,2.08
152401,152900,64.0,2.36
152501,153000,66.4,2.66
152601,153100,67.4,2.79
152701,153200,67.0,2.74
152801,153300,65.8,2.59
152901,153400,63.8,2.33
153001,153500,62.6,2.18
153101,153600,60.4,1.9
153201,153700,58.4,1.64
153301,153800,58.6,1.67
153401,153900,59.4,1.77
153501,154000,59.4,1.77
153601,154100,58.4,1.64
153701,154200,55.4,1.26
153801,154300,54.6,1.16
153901,154400,54.2,1.11
154001,154500,53.2,0.98
154101,154600,53.4,1.01
154201,154700,56.4,1.39
154301,154800,55.6,1.29
154401,154900,54.4,1.13
154501,155000,53.4,1.01
154601,155100,54.0,1.08
154701,155200,53.8,1.06
154801,155300,53.4,1.01
154901,155400,54.4,1.13
155001,155500,57.8,1.57
155101,155600,58.4,1.64
155201,155700,58.8,1.69
155301,155800,60.8,1.95
155401,155900,58.4,1.64
155501,156000,53.2,0.98
155601,156100,52.4,0.88
155701,156200,52.2,0.85
155801,156300,49.2,0.47
155901,156400,50.0,0.58
156001,156500,50.2,0.6
156101,156600,51.4,0.75
156201,156700,50.8,0.68
156301,156800,53.6,1.03
156401,156900,55.2,1.24
156501,157000,57.8,1.57
156601,157100,57.2,1.49
156701,157200,56.2,1.36
156801,157300,53.2,0.98
156901,157400,52.4,0.88
157001,157500,53.6,1.03
157101,157600,53.6,1.03
157201,157700,56.0,1.34
157301,157800,56.4,1.39
157401,157900,53.8,1.06
157501,158000,49.8,0.55
157601,158100,51.0,0.7
157701,158200,52.2,0.85
157801,158300,55.0,1.21
157901,158400,59.2,1.75
158001,158500,64.0,2.36
158101,158600,64.8,2.46
158201,158700,64.6,2.43
158301,158800,64.4,2.41
158401,158900,64.6,2.43
158501,159000,62.4,2.15
158601,159100,60.4,1.9
158701,159200,59.4,1.77
158801,159300,58.6,1.67
158901,159400,56.8,1.44
159001,159500,57.0,1.47
159101,159600,58.0,1.59
159201,159700,59.8,1.82
159301,159800,59.8,1.82
159401,159900,61.2,2.0
159501,160000,61.4,2.03
159601,160100,61.2,2.0
159701,160200,60.2,1.87
159801,160300,60.2,1.87
159901,160400,60.6,1.92
160001,160500,63.0,2.23
160101,160600,63.2,2.25
160201,160700,61.4,2.03
160301,160800,60.8,1.95
160401,160900,58.8,1.69
160501,161000,57.2,1.49
160601,161100,56.8,1.44
160701,161200,57.8,1.57
160801,161300,59.4,1.77
160901,161400,60.4,1.9
161001,161500,56.6,1.41
161101,161600,55.0,1.21
161201,161700,54.8,1.19
161301,161800,54.4,1.13
161401,161900,56.0,1.34
161501,162000,61.0,1.97
161601,162100,63.0,2.23
161701,162200,62.6,2.18
161801,162300,61.8,2.08
161901,162400,57.4,1.52
162001,162500,54.0,1.08
162101,162600,51.8,0.8
162201,162700,53.6,1.03
162301,162800,53.6,1.03
162401,162900,57.0,1.47
162501,163000,59.8,1.82
162601,163100,60.4,1.9
162701,163200,58.8,1.69
162801,163300,56.4,1.39
162901,163400,51.2,0.73
163001,163500,49.0,0.45
163101,163600,49.4,0.5
163201,163700,49.8,0.55
163301,163800,53.6,1.03
163401,163900,57.2,1.49
163501,164000,58.2,1.62
163601,164100,60.6,1.92
163701,164200,61.6,2.05
163801,164300,62.2,2.13
163901,164400,61.4,2.03
164001,164500,61.2,2.0
164101,164600,61.4,2.03
164201,164700,60.6,1.92
164301,164800,58.6,1.67
164401,164900,62.2,2.13
164501,165000,64.2,2.38
164601,165100,62.8,2.2
164701,165200,62.8,2.2
164801,165300,62.8,2.2
164901,165400,60.8,1.95
165001,165500,61.0,1.97
165101,165600,61.2,2.0
165201,165700,61.4,2.03
165301,165800,62.2,2.13
165401,165900,64.2,2.38
165501,166000,56.8,1.44
165601,166100,57.2,1.49
165701,166200,56.0,1.34
165801,166300,56.8,1.44
165901,166400,55.8,1.31
166001,166500,61.2,2.0
166101,166600,59.4,1.77
166201,166700,61.4,2.03
166301,166800,59.4,1.77
166401,166900,59.2,1.75
166501,167000,57.8,1.57
166601,167100,58.6,1.67
166701,167200,59.2,1.75
166801,167300,57.4,1.52
166901,167400,57.2,1.49
167001,167500,54.8,1.19
167101,167600,52.2,0.85
167201,167700,49.8,0.55
167301,167800,49.2,0.47
167401,167900,48.4,0.37
167501,168000,50.4,0.63
167601,168100,48.6,0.4
167701,168200,47.6,0.27
167801,168300,48.6,0.4
167901,168400,49.0,0.45
168001,168500,50.8,0.68
168101,168600,54.6,1.16
168201,168700,58.0,1.59
168301,168800,59.6,1.8
168401,168900,60.8,1.95
168501,169000,60.2,1.87
168601,169100,61.2,2.0
168701,169200,60.6,1.92
